Date,Open,High,Low,Close,Adj Close,Volume
2015-06-25,146.279999,147.660004,143.699997,143.699997,99.370094,21533170
2015-06-26,143.699997,145.490005,142.610001,145.179993,100.393532,16800751
2015-06-29,143.690002,144.500000,142.509995,143.589996,99.294029,15537420
2015-06-30,143.500000,145.949997,142.250000,145.850006,100.856857,26523160
2015-07-01,145.699997,146.949997,144.679993,145.500000,100.614822,16186135
2015-07-02,145.509995,146.899994,144.800003,145.800003,100.822281,16017460
2015-07-03,145.960007,146.050003,144.000000,144.330002,99.805771,11657320
2015-07-06,143.509995,144.059998,141.250000,143.000000,98.886047,18819930
2015-07-07,142.770004,144.860001,142.029999,142.500000,98.540291,28941760
2015-07-08,142.449997,142.940002,139.550003,141.500000,97.848778,28942780
2015-07-09,141.899994,143.850006,141.369995,143.770004,99.418510,22499230
2015-07-10,144.000000,144.699997,143.500000,143.899994,99.508400,19964070
2015-07-13,143.699997,145.350006,143.399994,145.270004,100.455788,23801640
2015-07-14,145.300003,146.500000,144.160004,146.500000,106.589195,26939550
2015-07-15,141.500000,143.380005,141.000000,142.699997,103.824432,29020430
2015-07-16,142.509995,144.199997,142.009995,144.199997,104.915794,15387610
2015-07-17,143.660004,145.639999,143.399994,143.600006,104.479256,21119450
2015-07-20,143.899994,144.199997,140.500000,141.779999,103.155067,19869060
2015-07-21,141.500000,142.449997,139.960007,141.410004,102.885872,22579210
2015-07-22,140.699997,141.009995,138.710007,140.800003,102.442055,27947150
2015-07-23,140.550003,140.800003,138.320007,138.369995,100.674049,20548470
2015-07-24,138.100006,138.339996,135.850006,136.410004,99.248016,30632020
2015-07-27,136.100006,136.369995,133.130005,134.509995,97.865608,31642430
2015-07-28,134.500000,136.360001,132.770004,135.050003,98.258514,29397710
2015-07-29,135.380005,138.699997,134.350006,138.699997,100.914146,26500120
2015-07-30,138.500000,140.440002,138.039993,139.800003,101.714478,24092880
2015-07-31,139.399994,142.600006,137.850006,142.500000,103.678925,31362610
2015-08-03,142.000000,143.149994,139.899994,141.449997,102.914970,26294150
2015-08-04,141.100006,142.750000,140.149994,141.889999,103.235100,26554060
2015-08-05,142.240005,143.949997,140.750000,143.779999,104.610214,25643100
2015-08-06,143.009995,143.740005,140.229996,140.880005,102.500259,36117180
2015-08-07,141.009995,142.199997,140.500000,141.339996,102.834938,20849640
2015-08-10,141.250000,141.600006,138.000000,141.500000,102.951340,41630180
2015-08-11,141.500000,143.300003,141.050003,141.970001,103.293304,32854520
2015-08-12,141.220001,143.199997,140.100006,142.990005,104.035431,26189320
2015-08-13,143.300003,144.500000,142.720001,143.699997,104.552002,25378510
2015-08-14,143.699997,145.449997,142.899994,144.800003,105.352333,25172290
2015-08-17,144.500000,144.889999,142.759995,144.250000,104.952171,24269970
2015-08-18,143.610001,143.899994,141.699997,142.649994,103.788048,20539560
2015-08-19,142.500000,143.600006,139.800003,140.800003,102.442055,30855920
2015-08-20,140.100006,143.000000,139.820007,142.639999,103.780785,35561070
2015-08-21,141.550003,143.000000,140.210007,140.289993,102.070992,25997790
2015-08-24,139.000000,139.000000,134.100006,135.350006,98.476791,51703930
2015-08-25,135.720001,141.000000,135.720001,140.399994,102.151024,44157570
2015-08-26,140.289993,141.949997,138.509995,140.509995,102.231056,34517760
2015-08-27,141.899994,144.800003,141.589996,144.600006,105.206825,32676500
2015-08-28,145.300003,147.350006,143.039993,146.600006,106.661964,38427870
2015-08-31,145.889999,148.190002,145.160004,148.190002,107.818810,28847850
2015-09-01,148.190002,148.199997,143.699997,144.500000,105.134064,35291020
2015-09-02,144.100006,145.500000,142.250000,142.570007,103.729851,33617491
2015-09-03,143.610001,145.949997,142.699997,145.300003,105.716125,28149840
2015-09-04,144.899994,145.130005,142.169998,142.800003,103.897186,26002300
2015-09-07,142.509995,143.399994,141.320007,141.669998,103.075035,17931450
2015-09-08,142.270004,144.389999,142.229996,143.210007,104.195496,22317250
2015-09-09,144.500000,145.399994,144.110001,144.220001,104.930351,21136180
2015-09-10,143.600006,144.779999,142.350006,142.990005,104.035431,24778540
2015-09-11,143.259995,143.500000,141.199997,142.399994,103.606155,25381150
2015-09-14,142.250000,143.869995,142.100006,143.580002,104.464699,20561300
2015-09-15,143.509995,143.800003,141.449997,141.949997,103.278755,24405380
2015-09-16,142.449997,143.169998,141.600006,142.910004,103.977226,27476410
2015-09-17,143.000000,143.270004,142.309998,142.800003,103.897186,14288750
2015-09-18,143.339996,143.399994,139.100006,139.500000,101.496208,44195550
2015-09-21,140.130005,140.839996,138.820007,139.449997,101.459831,20745480
2015-09-22,139.759995,139.759995,135.679993,136.399994,99.240738,36500060
2015-09-23,136.500000,136.880005,133.380005,134.300003,97.712837,45316880
2015-09-24,134.669998,134.779999,131.500000,132.199997,96.184937,37783580
2015-09-25,132.610001,134.550003,132.539993,133.850006,97.385422,35648680
2015-09-28,134.100006,134.270004,130.369995,130.899994,95.239090,30738740
2015-09-29,130.419998,134.059998,130.360001,133.199997,96.912506,30547740
2015-09-30,133.800003,135.729996,132.800003,134.550003,97.894730,43447970
2015-10-01,134.699997,135.600006,131.509995,132.899994,96.694229,34119000
2015-10-02,132.470001,133.169998,131.020004,131.500000,95.675629,26899830
2015-10-05,132.500000,136.800003,132.270004,136.800003,99.531769,38869020
2015-10-06,137.000000,137.899994,135.169998,137.869995,100.310265,38694750
2015-10-07,138.160004,140.000000,136.750000,140.000000,101.859993,42744810
2015-10-08,139.350006,141.149994,138.350006,139.800003,101.714478,41786950
2015-10-09,140.600006,145.320007,140.600006,143.809998,104.632034,64780120
2015-10-12,143.889999,144.990005,140.720001,141.699997,103.096855,29331570
2015-10-13,141.000000,141.800003,138.809998,141.800003,103.169624,31623180
2015-10-14,141.110001,143.360001,140.500000,142.009995,103.322403,25524780
2015-10-15,142.389999,144.160004,142.210007,142.610001,103.758957,22747440
2015-10-16,143.970001,144.160004,140.199997,141.000000,102.587563,28994190
2015-10-19,140.770004,141.520004,138.619995,140.270004,102.056435,27865630
2015-10-20,140.740005,140.770004,138.600006,140.399994,102.151024,28930580
2015-10-21,140.360001,140.639999,138.199997,139.490005,101.488930,32447530
2015-10-22,139.389999,140.169998,138.880005,139.250000,101.314316,25033350
2015-10-23,139.710007,140.190002,138.500000,138.940002,101.088768,30182580
2015-10-26,139.100006,139.990005,136.649994,138.500000,100.768639,32928060
2015-10-27,137.389999,138.500000,135.660004,138.500000,100.768639,35949430
2015-10-28,138.350006,138.350006,135.800003,138.100006,100.477608,36173100
2015-10-29,138.250000,138.300003,135.520004,136.110001,99.029739,27973160
2015-10-30,136.110001,136.660004,135.179993,135.750000,98.767815,23791590
2015-11-02,135.490005,137.800003,135.119995,137.800003,100.259331,23047740
2015-11-03,137.600006,142.000000,137.410004,141.750000,103.133240,38388870
2015-11-05,141.899994,142.940002,140.479996,140.970001,102.565742,36802170
2015-11-06,140.910004,142.300003,137.300003,137.750000,100.222961,34931350
2015-11-09,138.100006,138.339996,135.699997,136.500000,99.313484,26035830
2015-11-10,136.490005,136.949997,135.320007,135.580002,98.644119,27182510
2015-11-11,136.000000,136.649994,134.600006,135.000000,98.222137,30604530
2015-11-12,135.020004,138.869995,134.529999,136.600006,99.386246,50100910
2015-11-13,136.440002,137.360001,135.699997,136.000000,98.949707,28863030
2015-11-16,136.449997,139.199997,135.600006,137.210007,99.830078,35805200
2015-11-17,138.270004,143.500000,137.820007,142.750000,103.860817,61489770
2015-11-18,142.839996,147.949997,141.779999,147.470001,107.294945,51723210
2015-11-19,148.139999,149.979996,145.169998,147.500000,107.316780,61650450
2015-11-20,146.110001,148.910004,144.740005,148.050003,107.716934,30783620
2015-11-23,147.869995,152.000000,145.880005,152.000000,110.590843,42929680
2015-11-24,151.820007,152.839996,144.699997,145.649994,105.970772,60240380
2015-11-25,146.000000,147.070007,142.259995,143.990005,104.763008,43594760
2015-11-26,144.270004,146.210007,141.860001,143.199997,104.188217,31481580
2015-11-27,143.000000,143.100006,140.619995,140.649994,102.332909,29718120
2015-11-30,140.350006,142.470001,138.000000,138.000000,100.404846,39800140
2015-12-01,140.000000,140.000000,136.880005,137.419998,99.982849,25380730
2015-12-02,137.509995,139.449997,136.300003,136.850006,99.568146,28341350
2015-12-03,136.559998,140.660004,136.529999,140.000000,101.859993,41873610
2015-12-04,140.399994,141.600006,137.000000,137.699997,100.186577,37016790
2015-12-07,137.509995,138.580002,134.300003,134.500000,97.858345,37356040
2015-12-08,134.309998,135.559998,133.279999,134.649994,97.967484,35665180
2015-12-09,134.929993,136.199997,134.399994,135.809998,98.811462,25660130
2015-12-10,135.649994,136.820007,135.000000,135.600006,98.658684,25913580
2015-12-11,135.169998,135.600006,132.500000,133.800003,97.349052,27474105
2015-12-14,133.089996,133.179993,130.899994,131.589996,95.741112,34282190
2015-12-15,132.240005,134.899994,132.100006,134.399994,97.785583,31392380
2015-12-16,134.500000,135.169998,133.949997,134.500000,97.858345,20568260
2015-12-17,134.649994,138.690002,134.649994,137.899994,100.332085,45419720
2015-12-18,137.289993,137.389999,132.250000,132.250000,96.221313,38544860
2015-12-21,132.000000,133.940002,131.000000,131.500000,95.675629,28393100
2015-12-22,132.000000,133.539993,131.809998,133.199997,96.912506,20022420
2015-12-23,133.550003,135.300003,133.350006,135.300003,98.440407,26760910
2015-12-24,135.850006,138.080002,134.449997,136.000000,98.949707,36828650
2015-12-25,136.490005,136.490005,134.029999,134.479996,97.843796,14866310
2015-12-28,134.350006,135.399994,133.759995,134.970001,98.200302,11795110
2015-12-29,135.259995,137.550003,134.740005,137.490005,100.033798,21516980
2015-12-30,137.490005,137.490005,135.449997,136.089996,99.015182,17586600
2016-01-04,135.889999,136.649994,134.419998,134.910004,98.156662,12409380
2016-01-05,134.660004,137.279999,134.610001,136.449997,99.277115,14285210
2016-01-06,136.309998,136.929993,135.300003,135.940002,98.906059,10393910
2016-01-11,133.000000,133.649994,131.100006,131.380005,95.588333,34008830
2016-01-12,130.399994,135.250000,130.100006,133.539993,97.159874,39697670
2016-01-13,134.169998,134.479996,131.199997,131.300003,95.530121,30807520
2016-01-14,130.990005,131.490005,129.009995,130.860001,95.209991,43969320
2016-01-15,130.309998,132.429993,125.050003,125.099998,91.019180,62125020
2016-01-18,124.800003,126.300003,122.750000,124.599998,90.655396,36024930
2016-01-19,125.519997,128.399994,125.300003,125.980003,91.659447,36452020
2016-01-20,123.599998,125.830002,122.800003,125.830002,91.550301,35375480
2016-01-21,126.010002,128.089996,125.550003,127.750000,92.947243,34296460
2016-01-22,129.990005,132.979996,128.339996,132.399994,96.330437,57511540
2016-01-25,133.139999,133.190002,130.679993,133.000000,96.766998,30428580
2016-01-26,131.000000,132.449997,130.339996,131.889999,95.959381,26161430
2016-01-27,132.139999,134.000000,131.850006,134.000000,97.494560,28642080
2016-01-28,133.899994,136.500000,133.149994,136.500000,99.313484,40288270
2016-01-29,137.000000,137.199997,133.330002,136.600006,99.386246,41603070
2016-02-01,136.009995,136.339996,132.820007,133.899994,97.421806,31931470
2016-02-02,133.050003,135.279999,132.089996,132.500000,96.403206,36229240
2016-02-03,131.899994,133.000000,130.910004,131.009995,95.319122,30520610
2016-02-04,133.160004,135.250000,132.619995,135.070007,98.273071,38500510
2016-02-05,134.500000,136.199997,133.910004,134.429993,97.807419,24348950
2016-02-08,134.300003,134.970001,132.149994,133.500000,97.130775,30581080
2016-02-09,132.979996,135.190002,132.449997,132.699997,96.548721,30994180
2016-02-10,132.059998,133.919998,131.800003,133.029999,96.788818,26628310
2016-02-11,132.869995,133.080002,129.309998,130.490005,94.940788,44068540
2016-02-12,131.169998,132.229996,130.710007,131.300003,95.530121,27049420
2016-02-15,132.009995,133.899994,132.009995,133.429993,97.079842,24469030
2016-02-16,134.500000,136.449997,133.949997,135.850006,98.840576,49326570
2016-02-17,135.500000,137.199997,135.050003,137.100006,99.750038,31349980
2016-02-18,137.399994,138.899994,137.110001,138.000000,100.404846,31976900
2016-02-19,137.289993,137.289993,135.619995,136.899994,99.604507,25520350
2016-02-22,136.990005,139.949997,136.619995,139.899994,101.787231,19289610
2016-02-24,138.559998,138.750000,136.250000,137.149994,99.786400,27752530
2016-02-25,137.699997,139.460007,135.550003,137.970001,100.383026,35448000
2016-02-26,138.800003,139.979996,138.000000,138.669998,100.892319,32716070
2016-02-29,137.889999,141.520004,137.500000,141.399994,102.878593,37875470
2016-03-01,141.889999,142.750000,140.850006,142.000000,103.315132,30244550
2016-03-02,142.600006,143.070007,139.750000,140.139999,101.961853,27393890
2016-03-03,140.610001,144.500000,140.500000,144.500000,105.134064,48742420
2016-03-04,144.600006,146.160004,143.759995,146.160004,106.341843,33614689
2016-03-07,146.860001,150.149994,146.639999,150.149994,109.244843,28025460
2016-03-09,149.020004,149.929993,146.070007,147.429993,107.265854,47120710
2016-03-10,148.039993,148.559998,146.160004,146.940002,106.909332,31374500
2016-03-11,147.009995,147.199997,143.600006,144.300003,104.988541,36112430
2016-03-14,144.470001,144.710007,141.910004,143.199997,104.188217,28152680
2016-03-15,143.399994,144.449997,142.059998,142.539993,103.708015,46960220
2016-03-16,142.990005,144.750000,142.720001,144.750000,105.315948,23949860
2016-03-17,145.610001,147.399994,145.080002,147.270004,107.149445,47202490
2016-03-18,147.220001,150.740005,146.559998,150.649994,109.608627,52467360
2016-03-21,149.570007,149.919998,147.750000,149.899994,109.062950,40916030
2016-03-22,149.990005,150.639999,147.800003,149.619995,108.859230,37412010
2016-03-23,149.139999,149.529999,145.070007,146.000000,106.225426,32433570
2016-03-24,145.199997,145.949997,144.490005,145.800003,106.079910,24605060
2016-03-25,146.300003,146.889999,145.820007,146.039993,106.254517,7642310
2016-03-28,146.520004,147.500000,144.600006,145.100006,105.570610,13124070
2016-03-29,144.750000,145.160004,142.860001,144.699997,105.279579,24668120
2016-03-30,145.210007,149.089996,144.520004,147.800003,107.535049,34382560
2016-03-31,147.500000,148.169998,146.050003,147.750000,107.498672,35076790
2016-04-01,147.020004,147.500000,143.929993,147.199997,107.098503,36517160
2016-04-04,147.199997,147.500000,145.350006,146.380005,106.501892,29017600
2016-04-05,145.100006,145.350006,143.570007,144.339996,105.017647,23255740
2016-04-06,144.869995,145.500000,144.029999,144.199997,104.915794,24087740
2016-04-07,144.929993,145.500000,143.050003,143.889999,104.690239,21781240
2016-04-08,144.220001,146.000000,144.100006,145.699997,106.007149,23592940
2016-04-11,145.699997,147.500000,145.100006,147.300003,107.171257,32151830
2016-04-12,147.300003,149.350006,146.039993,148.899994,108.335373,37601070
2016-04-13,149.100006,154.750000,148.880005,153.119995,111.405724,59208980
2016-04-14,153.339996,154.899994,149.160004,150.429993,109.448555,50122630
2016-04-15,150.690002,150.710007,147.020004,147.990005,107.673286,29369920
2016-04-18,146.000000,146.770004,143.279999,146.300003,106.443695,42012940
2016-04-19,146.500000,156.139999,146.199997,155.949997,113.464760,105794140
2016-04-20,155.880005,162.300003,155.820007,161.949997,117.830170,97396080
2016-04-21,164.759995,164.759995,157.610001,161.800003,117.721039,64666780
2016-04-22,162.110001,162.449997,158.250000,161.199997,117.284508,35869160
2016-04-25,160.809998,161.750000,158.610001,160.300003,116.629692,32046440
2016-04-26,159.820007,163.320007,159.309998,163.000000,118.594139,34849710
2016-04-27,163.880005,164.800003,159.300003,160.990005,117.131706,39136260
2016-04-28,161.029999,164.750000,158.899994,164.750000,119.867393,52034560
2016-04-29,164.600006,169.470001,163.419998,168.470001,122.573952,71095120
2016-05-04,166.369995,170.429993,158.250000,162.399994,118.157578,68632160
2016-05-05,161.300003,163.240005,160.070007,160.500000,116.775200,30108940
2016-05-06,160.699997,160.899994,158.550003,159.270004,115.880287,26293500
2016-05-10,158.779999,161.149994,156.149994,156.850006,114.119576,28797150
2016-05-11,157.240005,160.490005,156.699997,159.449997,116.011261,29597260
2016-05-12,160.949997,162.339996,159.029999,159.029999,115.705666,26357243
2016-05-13,159.300003,160.179993,157.320007,159.850006,116.302292,20352970
2016-05-16,159.979996,162.539993,157.500000,158.070007,115.007210,32878710
2016-05-17,155.100006,156.000000,150.600006,153.580002,111.740425,65014110
2016-05-18,153.500000,153.500000,151.800003,152.100006,110.663612,23076220
2016-05-19,151.250000,155.550003,148.330002,148.330002,107.920670,68045200
2016-05-20,149.369995,149.559998,145.639999,146.699997,106.734718,40182780
2016-05-23,145.990005,146.470001,143.830002,144.309998,104.995827,27115610
2016-05-24,144.949997,146.800003,144.460007,146.350006,106.480080,23818470
2016-05-25,146.899994,148.369995,146.339996,146.550003,106.625587,31261980
2016-05-26,147.339996,149.880005,146.630005,148.869995,108.313545,34524860
2016-05-27,148.800003,149.880005,147.580002,149.880005,109.048401,30197220
2016-05-30,149.970001,150.149994,147.759995,149.600006,108.844681,14857530
2016-05-31,149.740005,150.289993,145.500000,145.500000,105.861633,41566130
2016-06-01,145.899994,146.710007,143.630005,144.699997,105.279579,28993730
2016-06-02,144.860001,145.639999,142.850006,144.000000,104.770279,23755310
2016-06-03,144.350006,145.429993,142.699997,143.410004,104.341019,33546300
2016-06-06,144.330002,147.000000,144.229996,146.399994,106.516441,21152730
2016-06-07,146.429993,148.899994,146.000000,147.750000,107.498672,25129620
2016-06-08,148.039993,149.139999,145.429993,146.949997,106.916603,29358210
2016-06-09,147.000000,147.000000,144.250000,144.979996,105.483292,18917400
2016-06-10,144.699997,144.750000,142.440002,142.440002,103.635269,22263610
2016-06-14,142.350006,143.130005,140.380005,141.839996,103.198723,24082020
2016-06-15,141.899994,142.600006,140.190002,141.570007,103.002289,31129560
2016-06-16,141.000000,141.550003,138.399994,139.500000,101.496208,30703970
2016-06-17,140.279999,142.250000,139.320007,139.320007,101.365250,32467330
2016-06-20,141.139999,143.639999,141.070007,142.970001,104.020882,20521080
2016-06-21,142.979996,143.850006,141.199997,143.539993,104.435593,22044020
2016-06-22,143.699997,144.199997,142.690002,143.000000,104.042702,19383470
2016-06-23,143.000000,144.199997,141.339996,144.199997,104.915794,19912990
2016-06-24,139.809998,141.289993,136.869995,141.250000,102.769447,46794930
2016-06-27,141.029999,141.740005,138.520004,138.520004,100.783195,23931190
2016-06-28,139.199997,140.119995,138.550003,139.240005,101.307045,22658400
2016-06-29,139.600006,140.830002,139.199997,140.000000,101.859993,17156160
2016-06-30,140.009995,141.889999,139.429993,139.509995,101.503471,24651740
2016-07-01,139.809998,140.789993,138.919998,140.050003,101.896370,15593930
2016-07-04,140.750000,142.350006,140.089996,141.600006,103.024117,19175690
2016-07-05,141.699997,141.800003,139.899994,140.949997,102.551178,16935850
2016-07-06,140.940002,141.149994,139.199997,139.990005,101.852722,19126440
2016-07-07,140.309998,141.850006,139.750000,140.369995,102.129189,23355290
2016-07-08,139.520004,140.899994,138.839996,140.270004,102.056435,21914480
2016-07-11,140.800003,141.500000,140.330002,141.399994,102.878593,16687140
2016-07-12,141.600006,142.899994,141.380005,142.119995,103.402435,30379740
2016-07-13,142.009995,144.139999,141.800003,143.600006,104.479256,28019780
2016-07-14,143.509995,144.240005,142.520004,144.199997,104.915794,24796100
2016-07-15,143.949997,147.369995,143.699997,147.369995,107.222191,39498930
2016-07-18,147.399994,148.250000,145.119995,145.839996,106.109001,32925040
2016-07-19,139.009995,140.000000,138.179993,139.479996,107.285858,39283560
2016-07-20,139.479996,139.949997,137.820007,139.259995,107.116638,23904470
2016-07-21,140.000000,140.949997,139.110001,140.100006,107.762764,17373003
2016-07-22,139.699997,141.300003,139.699997,140.600006,108.147346,14583890
2016-07-25,140.600006,141.979996,139.899994,140.699997,108.224258,17780960
2016-07-26,140.940002,141.110001,139.529999,140.690002,108.216576,17813320
2016-07-27,140.199997,140.850006,138.350006,139.500000,107.301247,25875420
2016-07-28,139.050003,140.460007,138.610001,139.899994,107.608917,24843310
2016-07-29,139.500000,139.639999,136.539993,137.300003,105.609047,35665920
2016-08-01,137.729996,138.690002,136.649994,136.929993,105.324440,20364090
2016-08-02,137.000000,137.100006,134.199997,134.500000,103.455322,26031460
2016-08-03,134.500000,134.899994,133.199997,134.039993,103.101486,25418420
2016-08-04,134.899994,136.699997,134.889999,136.699997,105.147522,25755030
2016-08-05,136.600006,137.330002,134.649994,135.500000,104.224503,23427500
2016-08-08,136.000000,137.500000,135.720001,137.470001,105.739799,22224000
2016-08-09,137.110001,138.389999,136.929993,137.339996,105.639801,22343320
2016-08-10,137.389999,138.649994,137.000000,137.399994,105.685959,21443520
2016-08-11,137.039993,137.490005,136.050003,137.190002,105.524437,23170070
2016-08-12,137.399994,138.399994,137.029999,137.830002,106.016708,20691860
2016-08-15,138.039993,138.699997,137.369995,138.000000,106.147461,20766230
2016-08-16,138.000000,139.369995,137.179993,137.990005,106.139786,28998930
2016-08-17,137.990005,137.990005,136.259995,137.679993,105.901321,18190650
2016-08-18,137.500000,138.490005,137.330002,138.399994,106.455139,19280130
2016-08-19,138.490005,138.779999,136.800003,136.800003,105.224449,15219750
2016-08-22,136.779999,137.809998,136.039993,137.800003,105.993645,13095310
2016-08-23,137.300003,137.899994,136.759995,137.369995,105.662872,14107540
2016-08-24,137.240005,137.429993,136.259995,137.000000,105.378288,13517300
2016-08-25,136.500000,136.740005,134.500000,135.419998,104.162971,21017260
2016-08-26,135.199997,136.399994,134.320007,136.199997,104.762932,20889750
2016-08-29,135.429993,136.199997,134.500000,136.199997,104.762932,10447260
2016-08-30,136.199997,136.839996,135.500000,135.589996,104.293732,16268490
2016-08-31,135.550003,135.809998,134.000000,134.949997,103.801445,30193350
2016-09-01,135.009995,135.869995,134.270004,134.990005,103.832230,21063240
2016-09-02,135.289993,136.350006,134.800003,135.550003,104.262970,15681030
2016-09-05,136.279999,137.190002,135.759995,136.050003,104.647560,23213580
2016-09-06,136.869995,141.399994,136.610001,141.399994,108.762695,60304290
2016-09-07,141.800003,143.449997,141.419998,143.080002,110.054932,49380140
2016-09-08,143.660004,143.830002,140.770004,141.449997,108.801155,29185840
2016-09-09,140.899994,140.899994,138.539993,138.539993,106.562828,24777160
2016-09-12,137.500000,139.589996,136.529999,138.929993,106.862808,26235340
2016-09-13,138.759995,139.720001,138.000000,138.449997,106.493599,16246740
2016-09-14,138.169998,139.570007,137.639999,139.350006,107.185867,22844118
2016-09-15,139.250000,139.250000,136.550003,137.600006,105.839798,24149280
2016-09-16,137.699997,138.000000,134.729996,136.470001,104.970612,28905820
2016-09-19,136.869995,138.149994,136.119995,136.589996,105.062920,16822930
2016-09-20,136.199997,137.020004,135.179993,137.000000,105.378288,18103450
2016-09-21,137.210007,137.479996,135.500000,136.250000,104.801392,15958010
2016-09-22,136.889999,137.050003,135.229996,136.699997,105.147522,29028250
2016-09-23,136.199997,137.839996,135.259995,136.699997,105.147522,29107690
2016-09-26,136.389999,136.389999,134.800003,135.259995,104.039902,25534272
2016-09-27,135.509995,135.580002,133.880005,133.919998,103.009201,24102940
2016-09-28,134.580002,134.899994,133.570007,134.089996,103.139954,19265587
2016-09-29,135.399994,136.800003,135.000000,135.309998,104.078354,23908790
2016-09-30,135.000000,135.949997,134.259995,134.899994,103.762985,23734575
2016-10-03,135.100006,136.690002,134.800003,135.369995,104.124512,19622730
2016-10-04,135.500000,136.750000,135.050003,136.229996,104.786011,19669677
2016-10-05,136.309998,136.320007,134.250000,134.800003,103.686089,21501021
2016-10-06,134.880005,136.240005,134.100006,135.899994,104.532181,19696496
2016-10-07,135.889999,136.750000,135.199997,136.100006,104.686020,20473480
2016-10-10,136.169998,139.500000,135.750000,139.100006,106.993576,34397190
2016-10-11,139.139999,139.800003,138.179993,138.979996,106.901268,32335883
2016-10-12,138.520004,140.229996,137.550003,138.070007,106.201317,31976171
2016-10-13,137.699997,137.880005,136.570007,137.470001,105.739799,15129920
2016-10-14,137.550003,137.860001,135.830002,136.199997,104.762932,12933780
2016-10-17,136.100006,136.429993,135.300003,135.570007,104.278358,14806360
2016-10-18,136.000000,136.460007,135.410004,135.809998,104.462952,19038940
2016-10-19,136.110001,136.160004,134.699997,135.490005,104.216820,11824311
2016-10-20,135.789993,135.789993,134.699997,134.720001,103.624542,12396990
2016-10-21,135.100006,135.350006,133.949997,134.960007,103.809151,15521490
2016-10-24,135.240005,136.139999,134.750000,135.050003,103.878380,15312420
2016-10-25,135.250000,135.970001,134.880005,135.300003,104.070679,15474861
2016-10-26,135.110001,135.699997,134.550003,135.320007,104.086067,11935260
2016-10-27,135.320007,135.639999,134.619995,135.039993,103.870682,12333750
2016-10-28,135.000000,135.039993,134.399994,135.000000,103.839912,9973340
2016-10-31,136.300003,139.440002,136.160004,138.839996,106.793587,42989205
2016-11-01,139.119995,142.440002,139.009995,141.979996,109.208824,49424750
2016-11-02,141.490005,143.639999,140.029999,140.809998,108.308868,43150830
2016-11-03,140.500000,141.300003,139.300003,139.899994,107.608917,24879410
2016-11-07,140.500000,140.960007,138.500000,138.500000,106.532059,23567564
